YearofBirth,Gender,Ethnicity,Child'sFirstName,Count,Rank
2016,MALE,ASIANANDPACIFICISLANDER,Hudson,20,49
2016,MALE,ASIANANDPACIFICISLANDER,Louis,19,50
2016,MALE,ASIANANDPACIFICISLANDER,Rayyan,19,50
2016,MALE,ASIANANDPACIFICISLANDER,Hamza,19,50
2016,MALE,ASIANANDPACIFICISLANDER,Elijah,19,50
2016,MALE,ASIANANDPACIFICISLANDER,Xavier,19,50
2016,MALE,ASIANANDPACIFICISLANDER,George,19,50
2016,MALE,ASIANANDPACIFICISLANDER,Yusuf,19,50
2016,MALE,ASIANANDPACIFICISLANDER,Jordan,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Harrison,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Kingsley,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Ayan,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Anson,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Gabriel,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Benson,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Caden,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Jack,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Miles,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Jerry,18,51
2016,MALE,ASIANANDPACIFICISLANDER,Musa,17,52
2016,MALE,ASIANANDPACIFICISLANDER,Kayden,17,52
2016,MALE,ASIANANDPACIFICISLANDER,Charles,17,52
2016,MALE,ASIANANDPACIFICISLANDER,Thomas,17,52
2016,MALE,ASIANANDPACIFICISLANDER,Bryan,17,52
2016,MALE,ASIANANDPACIFICISLANDER,John,17,52
2016,MALE,ASIANANDPACIFICISLANDER,Roy,16,53
2016,MALE,ASIANANDPACIFICISLANDER,Lawrence,16,53
2016,MALE,ASIANANDPACIFICISLANDER,Felix,16,53
2016,MALE,ASIANANDPACIFICISLANDER,Ahnaf,15,54
2016,MALE,ASIANANDPACIFICISLANDER,Aarav,15,54
2016,MALE,ASIANANDPACIFICISLANDER,Carson,15,54
2016,MALE,ASIANANDPACIFICISLANDER,Leon,15,54
2016,MALE,ASIANANDPACIFICISLANDER,Preston,15,54
2016,MALE,ASIANANDPACIFICISLANDER,Eli,15,54
2016,MALE,ASIANANDPACIFICISLANDER,Jeffrey,15,54
2016,MALE,ASIANANDPACIFICISLANDER,Krish,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Abdul,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Chris,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Zayan,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Aayan,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Calvin,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Kabir,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Md,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Mustafa,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Ahmed,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Richard,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Hunter,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Edison,14,55
2016,MALE,ASIANANDPACIFICISLANDER,Aaryan,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Adyan,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Hashim,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Maxwell,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Rehan,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Cyrus,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Brayden,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Johnny,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Cameron,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Azaan,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Armaan,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Kian,13,56
2016,MALE,ASIANANDPACIFICISLANDER,Shawn,12,57
2016,MALE,ASIANANDPACIFICISLANDER,Ashton,12,57
2016,MALE,ASIANANDPACIFICISLANDER,Carter,12,57
2016,MALE,ASIANANDPACIFICISLANDER,Stanley,12,57
2016,MALE,ASIANANDPACIFICISLANDER,Damon,12,57
2016,MALE,ASIANANDPACIFICISLANDER,Ahmad,12,57
2016,MALE,ASIANANDPACIFICISLANDER,Aden,12,57
2016,MALE,ASIANANDPACIFICISLANDER,Elvis,12,57
2016,MALE,ASIANANDPACIFICISLANDER,Eden,12,57
2016,MALE,ASIANANDPACIFICISLANDER,Aydin,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Asher,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Hayden,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Edward,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Hugo,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Simon,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Jace,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Aahil,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Albert,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Cody,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Edwin,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Lincoln,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Farhan,11,58
2016,MALE,ASIANANDPACIFICISLANDER,Wilson,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Robert,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Ali,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Ryder,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Terry,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Devin,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Grayson,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Timothy,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Cayden,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Sulaiman,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Mikael,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Alston,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Victor,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Nelson,10,59
2016,MALE,ASIANANDPACIFICISLANDER,Kimi,10,59
2016,MALE,BLACKNONHISPANIC,Noah,148,1
2016,MALE,BLACKNONHISPANIC,Aiden,137,2
2016,MALE,BLACKNONHISPANIC,Elijah,116,3
2016,MALE,BLACKNONHISPANIC,Liam,108,4
2016,MALE,BLACKNONHISPANIC,Ethan,107,5
2016,MALE,BLACKNONHISPANIC,Jeremiah,101,6
2016,MALE,BLACKNONHISPANIC,Amir,95,7
2016,MALE,BLACKNONHISPANIC,Joshua,94,8
2016,MALE,BLACKNONHISPANIC,Josiah,91,9
2016,MALE,BLACKNONHISPANIC,Mason,91,9
2016,MALE,BLACKNONHISPANIC,Carter,80,10
2016,MALE,BLACKNONHISPANIC,Jayden,75,11
2016,MALE,BLACKNONHISPANIC,Michael,71,12
2016,MALE,BLACKNONHISPANIC,David,66,13
2016,MALE,BLACKNONHISPANIC,Chase,65,14
2016,MALE,BLACKNONHISPANIC,Logan,65,14
2016,MALE,BLACKNONHISPANIC,King,64,15
2016,MALE,BLACKNONHISPANIC,Christian,61,16
2016,MALE,BLACKNONHISPANIC,Tyler,58,17
2016,MALE,BLACKNONHISPANIC,Cameron,58,17
2016,MALE,BLACKNONHISPANIC,Jacob,57,18
2016,MALE,BLACKNONHISPANIC,Isaiah,57,18
2016,MALE,BLACKNONHISPANIC,Malachi,56,19
2016,MALE,BLACKNONHISPANIC,Zion,54,20
2016,MALE,BLACKNONHISPANIC,Daniel,52,21
2016,MALE,BLACKNONHISPANIC,Kayden,50,22
2016,MALE,BLACKNONHISPANIC,Ayden,47,23
2016,MALE,BLACKNONHISPANIC,Kaiden,47,23
2016,MALE,BLACKNONHISPANIC,Messiah,47,23
2016,MALE,BLACKNONHISPANIC,Mohamed,45,24
2016,MALE,BLACKNONHISPANIC,Samuel,45,24
2016,MALE,BLACKNONHISPANIC,Christopher,44,25
2016,MALE,BLACKNONHISPANIC,Kyrie,44,25
2016,MALE,BLACKNONHISPANIC,Ryan,42,26
2016,MALE,BLACKNONHISPANIC,Jayce,41,27
2016,MALE,BLACKNONHISPANIC,Justin,41,27
2016,MALE,BLACKNONHISPANIC,Caleb,40,28
2016,MALE,BLACKNONHISPANIC,Nathan,40,28
2016,MALE,BLACKNONHISPANIC,Xavier,39,29
2016,MALE,BLACKNONHISPANIC,Aaron,39,29
2016,MALE,BLACKNONHISPANIC,Tristan,38,30
2016,MALE,BLACKNONHISPANIC,Amari,37,31
2016,MALE,BLACKNONHISPANIC,Jace,37,31
2016,MALE,BLACKNONHISPANIC,Nathaniel,36,32
2016,MALE,BLACKNONHISPANIC,Joel,35,33
2016,MALE,BLACKNONHISPANIC,Jaden,35,33
2016,MALE,BLACKNONHISPANIC,Matthew,35,33
2016,MALE,BLACKNONHISPANIC,Ashton,35,33
2016,MALE,BLACKNONHISPANIC,Jonathan,35,33
2016,MALE,BLACKNONHISPANIC,Prince,35,33
2016,MALE,BLACKNONHISPANIC,Hunter,34,34
2016,MALE,BLACKNONHISPANIC,Anthony,34,34
2016,MALE,BLACKNONHISPANIC,Alexander,34,34
2016,MALE,BLACKNONHISPANIC,Jason,33,35
2016,MALE,BLACKNONHISPANIC,Dylan,33,35
2016,MALE,BLACKNONHISPANIC,Jordan,32,36
2016,MALE,BLACKNONHISPANIC,Jayceon,32,36
2016,MALE,BLACKNONHISPANIC,Bryson,31,37
2016,MALE,BLACKNONHISPANIC,Adonis,31,37
2016,MALE,BLACKNONHISPANIC,Gabriel,31,37
2016,MALE,BLACKNONHISPANIC,Brandon,31,37
2016,MALE,BLACKNONHISPANIC,Nasir,30,38
2016,MALE,BLACKNONHISPANIC,Bryce,29,39
2016,MALE,BLACKNONHISPANIC,Karter,29,39
2016,MALE,BLACKNONHISPANIC,Kyle,29,39
2016,MALE,BLACKNONHISPANIC,Zachary,29,39
2016,MALE,BLACKNONHISPANIC,Emmanuel,29,39
2016,MALE,BLACKNONHISPANIC,Micah,28,40
2016,MALE,BLACKNONHISPANIC,Avery,28,40
2016,MALE,BLACKNONHISPANIC,Austin,28,40
2016,MALE,BLACKNONHISPANIC,Omari,28,40
2016,MALE,BLACKNONHISPANIC,Mamadou,28,40
2016,MALE,BLACKNONHISPANIC,Kai,28,40
2016,MALE,BLACKNONHISPANIC,Lucas,28,40
2016,MALE,BLACKNONHISPANIC,Ibrahim,27,41
2016,MALE,BLACKNONHISPANIC,Sebastian,27,41
2016,MALE,BLACKNONHISPANIC,Chance,27,41
2016,MALE,BLACKNONHISPANIC,Joseph,26,42
2016,MALE,BLACKNONHISPANIC,Nicholas,25,43
2016,MALE,BLACKNONHISPANIC,James,24,44
2016,MALE,BLACKNONHISPANIC,Maison,23,45
2016,MALE,BLACKNONHISPANIC,Kaleb,22,46
2016,MALE,BLACKNONHISPANIC,Eli,22,46
2016,MALE,BLACKNONHISPANIC,Adam,21,47
2016,MALE,BLACKNONHISPANIC,Andrew,21,47
2016,MALE,BLACKNONHISPANIC,Benjamin,20,48
2016,MALE,BLACKNONHISPANIC,Major,20,48
2016,MALE,BLACKNONHISPANIC,Julian,20,48
2016,MALE,BLACKNONHISPANIC,Malik,20,48
2016,MALE,BLACKNONHISPANIC,Isaac,20,48
2016,MALE,BLACKNONHISPANIC,Ezra,20,48
2016,MALE,BLACKNONHISPANIC,Jaiden,18,49
2016,MALE,BLACKNONHISPANIC,Richard,18,49
2016,MALE,BLACKNONHISPANIC,William,18,49
2016,MALE,BLACKNONHISPANIC,Robert,18,49
2016,MALE,BLACKNONHISPANIC,Legend,17,50
2016,MALE,BLACKNONHISPANIC,Nolan,17,50
2016,MALE,BLACKNONHISPANIC,Royal,17,50
2016,MALE,BLACKNONHISPANIC,John,17,50
2016,MALE,BLACKNONHISPANIC,Adrian,17,50
2016,MALE,BLACKNONHISPANIC,Elias,17,50
2016,MALE,BLACKNONHISPANIC,Grayson,16,51
2016,MALE,BLACKNONHISPANIC,Justice,16,51
2016,MALE,BLACKNONHISPANIC,Kevin,16,51
2016,MALE,BLACKNONHISPANIC,Alpha,16,51
2016,MALE,BLACKNONHISPANIC,Jaxon,16,51
2016,MALE,BLACKNONHISPANIC,Zaire,16,51
2016,MALE,BLACKNONHISPANIC,Princeton,15,52
2016,MALE,BLACKNONHISPANIC,Giovanni,15,52
2016,MALE,BLACKNONHISPANIC,Khalil,15,52
2016,MALE,BLACKNONHISPANIC,Mekhi,15,52
2016,MALE,BLACKNONHISPANIC,Muhammad,15,52
2016,MALE,BLACKNONHISPANIC,Ousmane,15,52
2016,MALE,BLACKNONHISPANIC,Andre,15,52
2016,MALE,BLACKNONHISPANIC,Levi,15,52
2016,MALE,BLACKNONHISPANIC,Sean,15,52
2016,MALE,BLACKNONHISPANIC,Shane,14,53
2016,MALE,BLACKNONHISPANIC,Jaylen,14,53
2016,MALE,BLACKNONHISPANIC,Aidan,14,53
2016,MALE,BLACKNONHISPANIC,Maximus,14,53
2016,MALE,BLACKNONHISPANIC,Ezekiel,14,53
2016,MALE,BLACKNONHISPANIC,Kaden,14,53
2016,MALE,BLACKNONHISPANIC,Mouhamed,14,53
2016,MALE,BLACKNONHISPANIC,Alex,14,53
2016,MALE,BLACKNONHISPANIC,Asher,14,53
2016,MALE,BLACKNONHISPANIC,Timothy,13,54
2016,MALE,BLACKNONHISPANIC,Judah,13,54
2016,MALE,BLACKNONHISPANIC,Jamari,13,54
2016,MALE,BLACKNONHISPANIC,Jaxson,13,54
2016,MALE,BLACKNONHISPANIC,Ibrahima,13,54
2016,MALE,BLACKNONHISPANIC,Kameron,13,54
2016,MALE,BLACKNONHISPANIC,Sincere,13,54
2016,MALE,BLACKNONHISPANIC,Darius,13,54
2016,MALE,BLACKNONHISPANIC,Israel,13,54
2016,MALE,BLACKNONHISPANIC,Jonas,13,54
2016,MALE,BLACKNONHISPANIC,Charles,12,55
2016,MALE,BLACKNONHISPANIC,Amadou,12,55
2016,MALE,BLACKNONHISPANIC,Greyson,12,55
2016,MALE,BLACKNONHISPANIC,Victor,12,55
2016,MALE,BLACKNONHISPANIC,Kamari,12,55
2016,MALE,BLACKNONHISPANIC,Peyton,12,55
2016,MALE,BLACKNONHISPANIC,Bryan,12,55
2016,MALE,BLACKNONHISPANIC,Cairo,12,55
2016,MALE,BLACKNONHISPANIC,Preston,12,55
2016,MALE,BLACKNONHISPANIC,Blake,12,55
2016,MALE,BLACKNONHISPANIC,Connor,11,56
2016,MALE,BLACKNONHISPANIC,Moussa,11,56
2016,MALE,BLACKNONHISPANIC,George,11,56
2016,MALE,BLACKNONHISPANIC,Marcus,11,56
2016,MALE,BLACKNONHISPANIC,Derrick,11,56
2016,MALE,BLACKNONHISPANIC,Abdoul,11,56
2016,MALE,BLACKNONHISPANIC,Caiden,11,56
2016,MALE,BLACKNONHISPANIC,Nehemiah,11,56
2016,MALE,BLACKNONHISPANIC,Jonah,11,56
2016,MALE,BLACKNONHISPANIC,Kingston,11,56
2016,MALE,BLACKNONHISPANIC,Cayden,10,57
2016,MALE,BLACKNONHISPANIC,Miles,10,57
2016,MALE,BLACKNONHISPANIC,Kyree,10,57
2016,MALE,BLACKNONHISPANIC,Zayden,10,57
2016,MALE,BLACKNONHISPANIC,Oumar,10,57
2016,MALE,BLACKNONHISPANIC,Henry,10,57
2016,MALE,BLACKNONHISPANIC,Myles,10,57
2016,MALE,BLACKNONHISPANIC,Ali,10,57
2016,MALE,BLACKNONHISPANIC,Brayden,10,57
2016,MALE,BLACKNONHISPANIC,Omar,10,57
2016,MALE,BLACKNONHISPANIC,Abraham,10,57
2016,MALE,BLACKNONHISPANIC,Damari,10,57
2016,MALE,BLACKNONHISPANIC,Wyatt,10,57
2016,MALE,BLACKNONHISPANIC,Camren,10,57
2016,MALE,BLACKNONHISPANIC,Ameer,10,57
2016,MALE,BLACKNONHISPANIC,Jamal,10,57
2016,MALE,HISPANIC,Liam,387,1
2016,MALE,HISPANIC,Jacob,351,2
2016,MALE,HISPANIC,Dylan,312,3
2016,MALE,HISPANIC,Matthew,297,4
2016,MALE,HISPANIC,Noah,269,5
2016,MALE,HISPANIC,Sebastian,256,6
2016,MALE,HISPANIC,Ethan,250,7
2016,MALE,HISPANIC,Jayden,231,8
2016,MALE,HISPANIC,Lucas,206,9
2016,MALE,HISPANIC,Aiden,192,10
2016,MALE,HISPANIC,Daniel,188,11
2016,MALE,HISPANIC,Angel,187,12
2016,MALE,HISPANIC,Alexander,169,13
2016,MALE,HISPANIC,Mason,168,14
2016,MALE,HISPANIC,Christopher,163,15
2016,MALE,HISPANIC,Aaron,141,16
2016,MALE,HISPANIC,Mateo,138,17
2016,MALE,HISPANIC,Joshua,137,18
2016,MALE,HISPANIC,Adrian,135,19
2016,MALE,HISPANIC,Anthony,130,20
2016,MALE,HISPANIC,David,129,21
2016,MALE,HISPANIC,Michael,126,22
2016,MALE,HISPANIC,Gabriel,115,23
2016,MALE,HISPANIC,Logan,115,23
2016,MALE,HISPANIC,Isaac,114,24
2016,MALE,HISPANIC,Ian,110,25
2016,MALE,HISPANIC,Joseph,104,26
2016,MALE,HISPANIC,Ryan,103,27
2016,MALE,HISPANIC,Julian,103,27
2016,MALE,HISPANIC,Josiah,99,28
2016,MALE,HISPANIC,Justin,94,29
2016,MALE,HISPANIC,Jose,91,30
2016,MALE,HISPANIC,Kevin,91,30
2016,MALE,HISPANIC,Elijah,90,31
2016,MALE,HISPANIC,Luis,88,32
2016,MALE,HISPANIC,Jonathan,87,33
2016,MALE,HISPANIC,Nathan,83,34
2016,MALE,HISPANIC,James,83,34
2016,MALE,HISPANIC,Benjamin,83,34
2016,MALE,HISPANIC,Samuel,83,34
2016,MALE,HISPANIC,Jeremiah,82,35
2016,MALE,HISPANIC,John,80,36
2016,MALE,HISPANIC,Jeremy,79,37
2016,MALE,HISPANIC,Nicholas,78,38
2016,MALE,HISPANIC,Carlos,78,38
2016,MALE,HISPANIC,Christian,76,39
2016,MALE,HISPANIC,Andrew,75,40
2016,MALE,HISPANIC,Ayden,74,41
2016,MALE,HISPANIC,Brandon,74,41
2016,MALE,HISPANIC,Elias,73,42
2016,MALE,HISPANIC,Xavier,73,42
2016,MALE,HISPANIC,Leonardo,72,43
2016,MALE,HISPANIC,Diego,69,44
2016,MALE,HISPANIC,Erick,63,45
2016,MALE,HISPANIC,Axel,63,45
2016,MALE,HISPANIC,Jesus,62,46
2016,MALE,HISPANIC,Oliver,61,47
2016,MALE,HISPANIC,Alan,58,48
2016,MALE,HISPANIC,Kayden,57,49
2016,MALE,HISPANIC,Emmanuel,56,50
2016,MALE,HISPANIC,Steven,55,51
2016,MALE,HISPANIC,Gael,55,51
2016,MALE,HISPANIC,Joel,55,51
2016,MALE,HISPANIC,Thiago,55,51
2016,MALE,HISPANIC,Santiago,54,52
2016,MALE,HISPANIC,Jason,54,52
2016,MALE,HISPANIC,Alex,53,53
2016,MALE,HISPANIC,Alejandro,52,54
2016,MALE,HISPANIC,Nicolas,52,54
2016,MALE,HISPANIC,William,51,55
2016,MALE,HISPANIC,Damian,50,56
2016,MALE,HISPANIC,Austin,49,57
2016,MALE,HISPANIC,Adam,48,58
2016,MALE,HISPANIC,Juan,48,58
2016,MALE,HISPANIC,Isaiah,47,59
2016,MALE,HISPANIC,Jace,47,59
2016,MALE,HISPANIC,Bryan,46,60
2016,MALE,HISPANIC,Jayce,44,61
2016,MALE,HISPANIC,Matteo,42,62
2016,MALE,HISPANIC,Nathaniel,42,62
2016,MALE,HISPANIC,Abraham,42,62
2016,MALE,HISPANIC,Jordan,40,63
2016,MALE,HISPANIC,Evan,40,63
2016,MALE,HISPANIC,Miguel,39,64
2016,MALE,HISPANIC,Johan,39,64
2016,MALE,HISPANIC,Abel,38,65
2016,MALE,HISPANIC,Derek,38,65
2016,MALE,HISPANIC,Iker,38,65
2016,MALE,HISPANIC,Jake,38,65
2016,MALE,HISPANIC,Adriel,37,66
2016,MALE,HISPANIC,Hunter,37,66
2016,MALE,HISPANIC,Ivan,36,67
2016,MALE,HISPANIC,Edward,36,67
2016,MALE,HISPANIC,Leo,36,67
2016,MALE,HISPANIC,Caleb,35,68
2016,MALE,HISPANIC,Oscar,33,69
2016,MALE,HISPANIC,Eli,33,69
2016,MALE,HISPANIC,Javier,33,69
2016,MALE,HISPANIC,Alexis,33,69
2016,MALE,HISPANIC,Edwin,32,70
2016,MALE,HISPANIC,Matias,32,70
2016,MALE,HISPANIC,Messiah,32,70
2016,MALE,HISPANIC,Jadiel,32,70
2016,MALE,HISPANIC,Tyler,32,70
2016,MALE,HISPANIC,Henry,32,70
2016,MALE,HISPANIC,Josue,32,70
2016,MALE,HISPANIC,Brayden,30,71
2016,MALE,HISPANIC,Bradley,29,72
2016,MALE,HISPANIC,Victor,29,72
2016,MALE,HISPANIC,Jackson,28,73
2016,MALE,HISPANIC,Andy,28,73
2016,MALE,HISPANIC,Mathias,28,73
2016,MALE,HISPANIC,Jonah,27,74
2016,MALE,HISPANIC,Elian,27,74
2016,MALE,HISPANIC,King,27,74
2016,MALE,HISPANIC,Zachary,27,74
2016,MALE,HISPANIC,Rafael,26,75
2016,MALE,HISPANIC,Jaden,26,75
2016,MALE,HISPANIC,Cristian,26,75
2016,MALE,HISPANIC,Dominic,26,75
2016,MALE,HISPANIC,Giovanni,26,75
2016,MALE,HISPANIC,Jaxon,26,75
2016,MALE,HISPANIC,Max,25,76
2016,MALE,HISPANIC,Jorge,25,76
2016,MALE,HISPANIC,Emanuel,25,76
2016,MALE,HISPANIC,Julius,25,76
2016,MALE,HISPANIC,Cameron,24,77
2016,MALE,HISPANIC,Kenneth,24,77
2016,MALE,HISPANIC,Jayson,24,77
2016,MALE,HISPANIC,Owen,24,77
2016,MALE,HISPANIC,Andres,24,77
2016,MALE,HISPANIC,Pablo,24,77
2016,MALE,HISPANIC,Jack,24,77
2016,MALE,HISPANIC,Thomas,24,77
2016,MALE,HISPANIC,Carter,24,77
2016,MALE,HISPANIC,Emilio,24,77
2016,MALE,HISPANIC,Allen,23,78
2016,MALE,HISPANIC,Robert,23,78
2016,MALE,HISPANIC,Eric,22,79
2016,MALE,HISPANIC,Hector,22,79
2016,MALE,HISPANIC,Jaiden,22,79
2016,MALE,HISPANIC,Noel,22,79
2016,MALE,HISPANIC,Chase,22,79
2016,MALE,HISPANIC,Julio,22,79
2016,MALE,HISPANIC,Brian,22,79
2016,MALE,HISPANIC,Lorenzo,22,79
2016,MALE,HISPANIC,Maximiliano,22,79
2016,MALE,HISPANIC,Francisco,21,80
2016,MALE,HISPANIC,Vincent,21,80
2016,MALE,HISPANIC,Peter,21,80
2016,MALE,HISPANIC,Greyson,21,80
2016,MALE,HISPANIC,Avery,21,80
2016,MALE,HISPANIC,Eduardo,21,80
2016,MALE,HISPANIC,Aidan,21,80
2016,MALE,HISPANIC,Ismael,20,81
2016,MALE,HISPANIC,Cesar,20,81
2016,MALE,HISPANIC,Kaiden,20,81
2016,MALE,HISPANIC,Dariel,20,81
2016,MALE,HISPANIC,Anderson,20,81
2016,MALE,HISPANIC,Richard,20,81
2016,MALE,HISPANIC,Jonas,20,81
2016,MALE,HISPANIC,Bryce,20,81
2016,MALE,HISPANIC,George,19,82
2016,MALE,HISPANIC,Grayson,19,82
2016,MALE,HISPANIC,Ezra,19,82
2016,MALE,HISPANIC,Jaxson,19,82
2016,MALE,HISPANIC,Damien,19,82
2016,MALE,HISPANIC,Moises,19,82
2016,MALE,HISPANIC,Amir,19,82
2016,MALE,HISPANIC,Prince,19,82
2016,MALE,HISPANIC,Zion,19,82
2016,MALE,HISPANIC,Manuel,19,82
2016,MALE,HISPANIC,Jefferson,19,82
2016,MALE,HISPANIC,Zayden,19,82
2016,MALE,HISPANIC,Levi,18,83
2016,MALE,HISPANIC,Tristan,18,83
2016,MALE,HISPANIC,Mathew,18,83
2016,MALE,HISPANIC,Leandro,18,83
2016,MALE,HISPANIC,Nolan,18,83
2016,MALE,HISPANIC,Uriel,18,83
2016,MALE,HISPANIC,Ricardo,18,83
2016,MALE,HISPANIC,Mark,17,84
2016,MALE,HISPANIC,Chris,17,84
2016,MALE,HISPANIC,Dominick,17,84
2016,MALE,HISPANIC,Luke,17,84
2016,MALE,HISPANIC,Maison,17,84
2016,MALE,HISPANIC,Milan,17,84
2016,MALE,HISPANIC,Joaquin,17,84
2016,MALE,HISPANIC,Bryson,17,84
2016,MALE,HISPANIC,Ean,17,84
2016,MALE,HISPANIC,Maximus,17,84
2016,MALE,HISPANIC,Jay,16,85
2016,MALE,HISPANIC,Pedro,16,85
2016,MALE,HISPANIC,Ariel,16,85
2016,MALE,HISPANIC,Charles,16,85
2016,MALE,HISPANIC,Abdiel,16,85
2016,MALE,HISPANIC,Martin,16,85
2016,MALE,HISPANIC,Israel,16,85
2016,MALE,HISPANIC,Jeffrey,16,85
2016,MALE,HISPANIC,Marcos,16,85
2016,MALE,HISPANIC,Luca,16,85
2016,MALE,HISPANIC,Adonis,16,85
2016,MALE,HISPANIC,Jaycob,16,85
2016,MALE,HISPANIC,Edgar,15,86
2016,MALE,HISPANIC,Roman,15,86
2016,MALE,HISPANIC,Enzo,15,86
2016,MALE,HISPANIC,Andre,15,86
2016,MALE,HISPANIC,Marcus,15,86
2016,MALE,HISPANIC,Louis,15,86
2016,MALE,HISPANIC,Brayan,15,86
2016,MALE,HISPANIC,Kenny,15,86
2016,MALE,HISPANIC,Lukas,15,86
2016,MALE,HISPANIC,Angelo,15,86
2016,MALE,HISPANIC,Ezekiel,14,87
2016,MALE,HISPANIC,Isaias,14,87
2016,MALE,HISPANIC,Raymond,14,87
2016,MALE,HISPANIC,Kai,14,87
2016,MALE,HISPANIC,Kaden,14,87
2016,MALE,HISPANIC,Maxwell,14,87
2016,MALE,HISPANIC,Kyrie,14,87
2016,MALE,HISPANIC,Roberto,14,87
2016,MALE,HISPANIC,Yadiel,14,87
2016,MALE,HISPANIC,Jean,14,87
2016,MALE,HISPANIC,Valentino,14,87
2016,MALE,HISPANIC,Landon,13,88
2016,MALE,HISPANIC,Marco,13,88
2016,MALE,HISPANIC,Franklin,13,88
2016,MALE,HISPANIC,Fernando,13,88
2016,MALE,HISPANIC,Armani,13,88
2016,MALE,HISPANIC,Randy,13,88
2016,MALE,HISPANIC,Sergio,13,88
2016,MALE,HISPANIC,Jimmy,12,89
2016,MALE,HISPANIC,Kyle,12,89
2016,MALE,HISPANIC,Eliel,12,89
2016,MALE,HISPANIC,Alessandro,12,89
2016,MALE,HISPANIC,Rodrigo,12,89
2016,MALE,HISPANIC,Felipe,12,89
2016,MALE,HISPANIC,Jariel,12,89
2016,MALE,HISPANIC,Omar,12,89
2016,MALE,HISPANIC,Kaleb,12,89
2016,MALE,HISPANIC,Frank,12,89
2016,MALE,HISPANIC,Harrison,12,89
2016,MALE,HISPANIC,Byron,12,89
2016,MALE,HISPANIC,Hudson,12,89
2016,MALE,HISPANIC,Jael,12,89
2016,MALE,HISPANIC,Adiel,12,89
2016,MALE,HISPANIC,Mario,12,89
2016,MALE,HISPANIC,August,12,89
2016,MALE,HISPANIC,Enrique,12,89
2016,MALE,HISPANIC,Johann,12,89
2016,MALE,HISPANIC,Nathanael,11,90
2016,MALE,HISPANIC,Lenny,11,90
2016,MALE,HISPANIC,Allan,11,90
2016,MALE,HISPANIC,Johnny,11,90
2016,MALE,HISPANIC,Paul,11,90
2016,MALE,HISPANIC,Elliot,11,90
2016,MALE,HISPANIC,Timothy,11,90
2016,MALE,HISPANIC,Kelvin,11,90
